Date,Oil_rate,Water_cut,Gas_rate,Tubing_Pressure,Casing_Pressure,Choke_size
2019-05-04,997.78,0.3026,457.54,1957.82,2196.76,48
2019-05-05,985.06,0.3181,559.03,1935.35,2233.44,48
2019-05-06,1020.04,0.3095,518.87,1886.55,2321.92,48
2019-05-07,906.46,0.3034,421.61,1754.65,2306.34,48
2019-05-08,966.92,0.3344,365.69,1863.39,2173.21,48
2019-05-09,979.04,0.2893,515.86,1889.46,2252.84,48
2019-05-10,986.52,0.2847,587.39,1953.83,2238.87,48
2019-05-11,1022.39,0.333,448.49,1805.18,2302.31,48
2019-05-12,1003.43,0.2977,552.51,1887.89,2256.08,48
2019-05-13,977.48,0.3243,637.53,1902.08,2138.86,48
2019-05-14,1025.24,0.3388,547.47,1835.49,2248.23,48
2019-05-15,995.68,0.2873,523.17,1857.37,2322.58,48
2019-05-16,1008.56,0.3467,505.57,1923.81,2198.79,48
2019-05-17,993.35,0.3244,609.41,1916.35,2174.04,48
2019-05-18,960.77,0.3584,364.02,1882.06,2286.44,48
2019-05-19,960.93,0.3247,480.05,1946.62,2200.51,48
2019-05-20,934.08,0.3006,345.54,1988.3,2263.42,48
2019-05-21,946.99,0.3088,446.37,1932.24,2318.29,48
2019-05-22,994.54,0.2911,496.44,2034.49,2284.03,48
2019-05-23,977.74,0.3342,498.67,1882.46,2195.75,48
2019-05-24,992.27,0.319,559.64,1880.78,2211.58,48
2019-05-25,962.41,0.3432,565.53,1829.3,2276.45,48
2019-05-26,951.57,0.2794,448.26,1911.92,2330.08,48
2019-05-27,938.57,0.3198,446.07,1999.2,2262.6,48
2019-05-28,980.29,0.319,465.45,1945.87,2329.22,48
2019-05-29,990.46,0.3344,535.43,1951.68,2333.96,48
2019-05-30,966.22,0.3333,542.18,1891.99,2252.58,48
2019-05-31,1005.06,0.3277,635.62,1997.44,2306.7,48
2019-06-01,949.91,0.3336,474.58,1924.06,2287.61,48
2019-06-02,938.62,0.3256,576.29,1962.4,2407.75,48
2019-06-03,926.1,0.3356,405.25,1939.91,2292.55,48
2019-06-04,996.73,0.3408,471.87,1974.88,2392.59,48
2019-06-05,929.14,0.3183,386.73,1926.83,2536.45,48
2019-06-06,969.81,0.3361,481.91,2020.04,2414.66,48
2019-06-07,924.61,0.3115,506.0,1984.94,2381.97,48
2019-06-08,1000.59,0.3356,407.45,1927.01,2433.37,48
2019-06-09,970.53,0.3276,426.92,1963.33,2324.39,48
2019-06-10,957.21,0.3304,426.18,2012.08,2490.7,48
2019-06-11,963.14,0.2958,454.3,2034.5,2374.56,48
2019-06-12,966.1,0.3555,552.81,2076.89,2358.81,48
2019-06-13,942.43,0.3553,455.69,2011.86,2468.78,48
2019-06-14,928.23,0.3431,467.11,1947.41,2380.03,48
2019-06-15,952.74,0.3149,395.5,2035.8,2498.31,48
2019-06-16,931.67,0.2866,449.14,2036.29,2348.61,48
2019-06-17,894.8,0.2988,500.22,2021.11,2375.78,48
2019-06-18,912.53,0.3114,406.29,2073.6,2483.93,48
2019-06-19,978.91,0.3363,490.68,2001.97,2477.19,48
2019-06-20,947.04,0.3502,459.18,2066.14,2448.81,48
2019-06-21,932.28,0.315,426.87,2009.45,2434.27,48
2019-06-22,935.8,0.311,437.35,2001.42,2484.87,48
2019-06-23,896.94,0.3109,462.67,2064.14,2398.72,48
2019-06-24,951.16,0.338,552.72,1988.64,2455.91,48
2019-06-25,945.43,0.3572,428.72,1963.76,2531.82,48
2019-06-26,943.95,0.3045,429.89,2115.28,2374.89,48
2019-06-27,962.08,0.3195,548.54,1989.9,2394.2,48
2019-06-28,941.0,0.3251,326.11,2019.22,2625.88,48
2019-06-29,877.04,0.3103,396.49,2052.29,2539.42,48
2019-06-30,956.34,0.3409,440.31,2092.9,2559.79,48
2019-07-01,926.65,0.3205,440.37,2160.34,2575.9,48
2019-07-02,905.59,0.3276,439.66,2135.48,2468.55,48
2019-07-03,916.94,0.329,422.99,2071.36,2497.01,48
2019-07-04,876.1,0.3465,596.07,2161.86,2499.91,48
2019-07-05,908.32,0.2875,392.29,2065.91,2666.68,48
2019-07-06,908.89,0.2959,512.75,2201.4,2674.23,48
2019-07-07,863.99,0.3302,395.36,2081.58,2604.31,48
2019-07-08,936.86,0.301,525.07,2193.64,2673.55,48
2019-07-09,869.8,0.3297,397.13,2038.9,2539.01,48
2019-07-10,910.75,0.3293,393.86,2049.81,2620.5,48
2019-07-11,865.36,0.3085,445.25,2134.71,2661.73,48
2019-07-12,929.35,0.3449,518.79,2177.21,2618.19,48
2019-07-13,924.05,0.3103,430.63,2052.09,2698.88,48
2019-07-14,940.24,0.2894,422.01,2056.69,2562.72,48
2019-07-15,883.8,0.2949,425.58,2136.94,2649.05,48
2019-07-16,921.16,0.3209,401.47,2177.5,2561.43,48
2019-07-17,876.29,0.3273,422.27,2074.94,2644.18,48
2019-07-18,894.33,0.3344,458.55,2050.89,2667.85,48
2019-07-19,928.16,0.3569,452.51,2158.67,2561.52,48
2019-07-20,900.54,0.3016,340.6,2165.63,2673.76,48
2019-07-21,860.28,0.3162,355.0,2106.92,2582.54,48
2019-07-22,891.13,0.3768,536.04,2022.43,2564.84,48
2019-07-23,900.28,0.3257,487.19,2099.17,2572.07,48
2019-07-24,861.46,0.302,466.18,2105.3,2599.16,48
2019-07-25,859.91,0.3672,415.69,2121.79,2616.51,48
2019-07-26,913.42,0.3644,532.44,2169.7,2723.95,48
2019-07-27,879.4,0.3292,444.79,2077.52,2586.86,48
2019-07-28,886.0,0.3501,389.16,2173.5,2678.46,48
2019-07-29,869.95,0.3583,315.21,2181.04,2742.27,48
2019-07-30,900.94,0.3569,421.76,2128.57,2603.2,48
2019-07-31,897.37,0.3448,301.21,2119.87,2666.39,48
2019-08-01,863.26,0.3201,470.9,2189.2,2492.03,48
2019-08-02,888.65,0.3258,439.27,2107.12,2733.67,48
2019-08-03,845.53,0.3085,294.71,2208.55,2759.53,48
2019-08-04,867.19,0.3315,412.94,2228.2,2658.71,48
2019-08-05,820.35,0.3243,364.37,2157.3,2707.86,48
2019-08-06,821.86,0.3283,431.07,2127.05,2640.48,48
2019-08-07,874.44,0.2986,306.6,2092.98,2660.24,48
2019-08-08,867.86,0.3159,507.79,2139.09,2574.28,48
2019-08-09,813.23,0.3268,453.67,2169.95,2678.48,48
2019-08-10,874.15,0.3081,482.09,2118.29,2556.87,48
2019-08-11,873.27,0.297,465.28,2148.69,2646.12,48
2019-08-12,890.19,0.2957,411.11,2201.8,2585.73,48
2019-08-13,882.56,0.3099,445.45,2117.81,2675.46,48
2019-08-14,869.84,0.3191,456.44,2216.89,2613.19,48
2019-08-15,866.63,0.2995,432.44,2140.24,2511.06,48
2019-08-16,875.06,0.3638,445.72,2083.53,2727.47,48
2019-08-17,899.12,0.3163,470.18,2053.07,2609.99,48
2019-08-18,811.38,0.367,413.58,2199.38,2617.31,48
2019-08-19,846.73,0.326,423.47,2038.26,2700.73,48
2019-08-20,857.76,0.2787,447.14,2143.96,2666.04,48
2019-08-21,848.83,0.3223,421.88,2132.07,2631.83,48
2019-08-22,842.43,0.331,447.58,2158.09,2755.55,48
2019-08-23,832.13,0.3492,534.17,2150.28,2572.19,48
2019-08-24,853.28,0.3161,355.09,2094.29,2605.64,48
2019-08-25,828.26,0.3156,504.77,2051.26,2657.43,48
2019-08-26,865.97,0.326,425.29,2062.15,2593.7,48
2019-08-27,812.97,0.3346,372.25,2096.52,2633.66,48
2019-08-28,833.79,0.3026,511.97,2157.07,2674.01,48
2019-08-29,864.04,0.3583,464.85,2068.95,2609.47,48
2019-08-30,852.97,0.3298,493.67,2131.94,2602.12,48
2019-08-31,796.79,0.3259,378.91,2112.1,2604.91,48
2019-09-01,849.13,0.3457,435.38,2015.33,2524.27,48
2019-09-02,852.38,0.3423,442.63,2013.79,2517.33,48
2019-09-03,822.89,0.3451,462.07,2018.43,2627.59,48
2019-09-04,806.94,0.335,351.71,2108.69,2460.27,48
2019-09-05,822.94,0.2814,392.48,2102.77,2600.66,48
2019-09-06,810.46,0.3321,534.42,2115.31,2474.67,48
2019-09-07,834.58,0.3463,503.93,2008.18,2539.82,48
2019-09-08,827.5,0.3296,500.05,1978.8,2493.93,48
2019-09-09,859.19,0.3152,389.09,2022.9,2609.97,48
2019-09-10,820.1,0.3394,442.62,2095.92,2553.25,48
2019-09-11,846.15,0.3299,409.49,2052.79,2428.88,48
2019-09-12,826.39,0.3271,357.1,2004.53,2478.01,48
2019-09-13,858.1,0.2878,343.03,2075.87,2483.83,48
2019-09-14,813.14,0.3303,414.38,2012.33,2490.28,48
2019-09-15,794.4,0.3113,421.61,1964.25,2542.95,48
2019-09-16,827.63,0.3292,396.48,2049.27,2445.8,48
2019-09-17,820.06,0.3334,427.99,2003.46,2478.39,48
2019-09-18,812.77,0.3222,390.07,1966.65,2452.95,48
2019-09-19,828.53,0.3257,419.66,1984.61,2430.78,48
2019-09-20,805.33,0.3297,474.59,1956.69,2525.52,48
2019-09-21,830.59,0.3578,370.23,2015.21,2441.05,48
2019-09-22,825.17,0.3074,356.98,1983.83,2457.01,48
2019-09-23,826.18,0.3329,464.18,1892.76,2398.23,48
2019-09-24,862.65,0.3523,488.41,2023.55,2414.95,48
2019-09-25,829.98,0.3351,436.08,1902.92,2444.18,48
2019-09-26,844.69,0.3025,408.24,1920.73,2275.69,48
2019-09-27,807.51,0.341,469.6,2015.0,2382.86,48
2019-09-28,811.45,0.2972,429.58,1920.14,2410.83,48
2019-09-29,812.53,0.3295,324.21,1877.31,2451.5,48
2019-09-30,845.94,0.3333,478.6,1924.64,2418.19,48
2019-10-01,807.84,0.3374,508.11,1999.36,2241.38,48
2019-10-02,830.86,0.3272,465.41,1910.64,2238.88,48
2019-10-03,813.87,0.3664,387.73,1847.72,2377.84,48
2019-10-04,799.13,0.3447,392.34,1931.64,2451.61,48
2019-10-05,799.55,0.3054,413.02,1895.35,2299.84,48
2019-10-06,815.2,0.3826,423.56,1939.56,2234.13,48
2019-10-07,812.18,0.3154,356.38,1925.02,2325.07,48
2019-10-08,784.79,0.3502,283.64,1825.04,2413.56,48
2019-10-09,788.25,0.3292,325.73,1855.44,2247.57,48
2019-10-10,819.91,0.3095,366.32,1889.0,2257.08,48
2019-10-11,845.02,0.3271,418.94,1848.43,2362.9,48
2019-10-12,791.46,0.335,338.76,1865.82,2330.82,48
2019-10-13,845.78,0.3544,424.47,1801.03,2341.61,48
2019-10-14,758.94,0.343,300.8,1757.71,2312.68,48
2019-10-15,825.65,0.3263,401.52,1766.02,2179.56,48
2019-10-16,844.78,0.3568,367.01,1863.58,2254.86,48
2019-10-17,803.91,0.2854,393.38,1899.36,2349.35,48
2019-10-18,810.75,0.304,364.4,1826.04,2151.83,48
2019-10-19,811.72,0.297,369.34,1910.11,2199.77,48
2019-10-20,816.59,0.3212,471.61,1871.56,2210.45,48
2019-10-21,826.45,0.3269,423.23,1895.44,2297.52,48
2019-10-22,775.14,0.3257,279.55,1809.0,2267.48,48
2019-10-23,831.78,0.3471,394.08,1825.9,2426.46,48
2019-10-24,802.28,0.3383,403.96,1806.13,2320.3,48
2019-10-25,806.65,0.3402,433.06,1811.45,2222.28,48
2019-10-26,793.24,0.3219,508.81,1875.46,2284.16,48
2019-10-27,817.97,0.3456,465.48,1871.82,2254.55,48
2019-10-28,824.26,0.3491,493.74,1848.97,2172.6,48
2019-10-29,877.36,0.3433,412.06,1877.12,2344.58,48
2019-10-30,795.91,0.3757,410.01,1814.82,2293.94,48
2019-10-31,806.6,0.3337,432.5,1883.89,2303.05,48
2019-11-01,761.5,0.3157,405.36,1858.33,2345.24,48
2019-11-02,822.4,0.3273,376.46,1826.21,2272.13,48
2019-11-03,830.04,0.3392,356.78,1864.35,2256.95,48
2019-11-04,780.39,0.3074,315.39,1878.93,2195.0,48
2019-11-05,813.48,0.3221,434.69,1822.63,2306.89,48
2019-11-06,829.83,0.3874,435.64,1853.71,2284.18,48
2019-11-07,783.69,0.3353,464.23,1811.48,2285.56,48
2019-11-08,809.18,0.3199,306.82,1899.69,2384.06,48
2019-11-09,795.52,0.2856,379.48,1792.39,2356.82,48
2019-11-10,838.47,0.3056,400.73,1808.99,2254.4,48
2019-11-11,830.1,0.3463,333.78,1849.02,2311.77,48
2019-11-12,797.23,0.3414,449.59,1792.92,2272.98,48
2019-11-13,806.97,0.2965,500.14,1885.29,2322.97,48
2019-11-14,836.5,0.344,333.89,1934.77,2170.52,48
2019-11-15,862.51,0.3173,440.38,1879.38,2301.34,48
2019-11-16,820.76,0.3854,337.64,1771.28,2200.12,48
2019-11-17,838.0,0.2915,377.39,1885.01,2185.03,48
2019-11-18,847.48,0.3416,328.86,1786.66,2322.98,48
2019-11-19,840.36,0.3199,381.58,1849.33,2278.52,48
2019-11-20,839.63,0.326,516.54,1904.57,2322.83,48
2019-11-21,814.02,0.3369,393.24,1735.1,2180.83,48
2019-11-22,848.23,0.3515,408.64,1878.85,2253.48,48
2019-11-23,840.63,0.3399,435.7,1904.13,2187.6,48
2019-11-24,825.41,0.3328,482.22,1846.11,2357.17,48
2019-11-25,835.49,0.3118,371.96,1878.68,2346.29,48
2019-11-26,839.16,0.319,441.71,1828.22,2275.95,48
2019-11-27,838.53,0.3471,528.04,1800.87,2404.25,48
2019-11-28,840.48,0.3509,340.71,1867.14,2340.39,48
2019-11-29,774.65,0.3199,378.01,1892.91,2300.81,48
2019-11-30,816.36,0.3413,361.05,1944.53,2365.06,48
2019-12-01,831.82,0.3552,312.4,1974.2,2277.55,48
2019-12-02,802.61,0.3088,424.99,1925.0,2315.32,48
2019-12-03,788.74,0.3314,353.33,1950.25,2269.35,48
2019-12-04,851.38,0.3398,394.25,2025.25,2323.0,48
2019-12-05,845.09,0.3085,470.47,1800.54,2448.28,48
2019-12-06,843.74,0.3005,493.18,1867.95,2436.38,48
2019-12-07,832.43,0.3308,404.2,1913.65,2470.35,48
2019-12-08,858.23,0.3504,457.52,2009.92,2338.35,48
2019-12-09,857.81,0.3355,375.97,1894.79,2304.35,48
2019-12-10,830.67,0.3558,413.69,1969.78,2349.34,48
2019-12-11,804.81,0.319,479.74,1942.86,2399.8,48
2019-12-12,790.64,0.324,289.68,1957.7,2349.56,48
2019-12-13,815.96,0.3441,382.08,2012.08,2401.04,48
2019-12-14,883.3,0.3543,469.95,1981.77,2339.95,48
2019-12-15,840.55,0.3249,394.88,2034.26,2424.53,48
2019-12-16,831.4,0.3249,391.36,1873.09,2516.53,48
2019-12-17,840.81,0.3514,402.32,1967.0,2432.19,48
2019-12-18,841.94,0.3531,364.12,2006.77,2342.81,48
2019-12-19,877.55,0.3115,400.07,1948.27,2374.18,48
2019-12-20,860.89,0.3416,448.33,1875.58,2625.25,48
2019-12-21,864.97,0.3487,509.48,1975.52,2389.3,48
2019-12-22,849.83,0.3352,358.43,1921.54,2684.1,48
2019-12-23,831.65,0.3209,435.31,2034.04,2518.0,48
2019-12-24,860.96,0.3575,481.43,2015.34,2362.72,48
2019-12-25,893.71,0.3588,462.95,2068.14,2435.98,48
2019-12-26,830.08,0.3476,419.69,1965.55,2507.56,48
2019-12-27,872.58,0.3259,365.68,1968.47,2466.3,48
2019-12-28,866.31,0.3513,342.44,1977.85,2530.65,48
2019-12-29,837.67,0.3366,429.52,1994.37,2617.44,48
2019-12-30,892.61,0.3432,346.32,2138.41,2433.27,48
2019-12-31,868.12,0.368,466.88,2067.75,2576.94,48
2020-01-01,852.78,0.3523,465.4,2097.19,2484.59,48
2020-01-02,894.65,0.354,386.04,2008.94,2421.36,48
2020-01-03,907.21,0.3015,462.99,2109.45,2575.64,48
2020-01-04,858.17,0.3765,486.16,1929.9,2454.24,48
2020-01-05,874.17,0.3738,352.24,2159.85,2524.63,48
2020-01-06,864.04,0.3408,431.06,2130.24,2453.11,48
2020-01-07,841.76,0.3411,417.21,2093.9,2377.68,48
2020-01-08,849.62,0.352,418.23,2141.29,2596.62,48
2020-01-09,888.53,0.3834,534.7,2116.54,2696.5,48
2020-01-10,895.45,0.3912,441.5,2100.99,2638.11,48
2020-01-11,862.7,0.3522,437.0,2057.4,2562.32,48
2020-01-12,842.38,0.3144,513.25,2072.55,2586.15,48
2020-01-13,853.16,0.3222,410.32,2125.34,2520.49,48
2020-01-14,867.34,0.3478,486.08,2094.9,2503.54,48
2020-01-15,878.2,0.3712,506.86,2093.4,2582.29,48
2020-01-16,863.69,0.3646,376.61,2035.15,2453.24,48
2020-01-17,862.54,0.3861,402.0,2040.67,2651.21,48
2020-01-18,887.95,0.3555,550.56,2125.39,2647.94,48
2020-01-19,828.48,0.3543,431.54,2125.25,2603.66,48
2020-01-20,842.97,0.3339,357.3,2083.13,2472.81,48
2020-01-21,920.64,0.3689,316.98,2128.99,2638.92,48
2020-01-22,888.62,0.3263,334.17,1991.92,2532.26,48
2020-01-23,875.67,0.3222,473.02,2196.64,2585.04,48
2020-01-24,913.45,0.361,435.78,2066.25,2593.38,48
2020-01-25,912.91,0.3568,473.81,2055.21,2598.72,48
2020-01-26,959.04,0.3068,594.89,2105.4,2380.69,48
2020-01-27,895.73,0.3226,492.36,2060.55,2650.21,48
2020-01-28,905.07,0.348,482.87,2083.74,2576.05,48
2020-01-29,878.55,0.3486,543.36,2164.68,2579.02,48
2020-01-30,926.07,0.2987,364.54,2088.69,2635.6,48
2020-01-31,872.66,0.3359,438.41,2090.44,2707.37,48
2020-02-01,936.95,0.3402,465.96,2047.24,2593.3,48
2020-02-02,909.65,0.3675,402.61,2153.16,2655.21,48
2020-02-03,888.63,0.3364,356.04,2174.65,2624.62,48
2020-02-04,873.62,0.3015,418.75,2069.86,2691.56,48
2020-02-05,916.0,0.3509,526.66,2169.86,2659.8,48
2020-02-06,871.31,0.3431,433.42,2016.56,2672.57,48
2020-02-07,937.51,0.3509,485.43,2149.32,2548.32,48
2020-02-08,894.09,0.3603,328.95,2127.14,2534.6,48
2020-02-09,890.06,0.3151,458.16,2049.9,2707.55,48
2020-02-10,909.68,0.3126,450.67,2020.13,2492.6,48
2020-02-11,936.19,0.3496,309.71,2129.85,2519.09,48
2020-02-12,911.15,0.3187,431.35,2074.48,2572.14,48
2020-02-13,903.95,0.3268,514.07,2049.02,2646.18,48
2020-02-14,906.81,0.3215,442.76,2085.98,2555.83,48
2020-02-15,880.03,0.3664,505.0,2028.9,2645.06,48
2020-02-16,917.63,0.3223,520.36,2126.15,2593.73,48
2020-02-17,943.27,0.3384,409.29,2014.71,2666.65,48
2020-02-18,901.35,0.3445,499.94,2086.43,2364.97,48
2020-02-19,929.84,0.3054,509.96,2112.62,2526.74,48
2020-02-20,895.07,0.3306,397.87,2106.59,2478.64,48
2020-02-21,905.05,0.3724,476.49,2102.06,2451.07,48
2020-02-22,852.83,0.3452,427.33,2061.84,2476.14,48
2020-02-23,905.26,0.3528,540.0,2047.82,2516.61,48
2020-02-24,948.81,0.3745,519.03,2083.74,2507.65,48
2020-02-25,912.63,0.3455,387.01,2050.59,2628.96,48
2020-02-26,906.88,0.311,454.95,2058.98,2487.0,48
2020-02-27,922.5,0.3427,394.86,2057.52,2474.2,48
2020-02-28,899.62,0.3067,385.9,1914.52,2533.62,48
2020-02-29,878.36,0.3789,332.72,2043.76,2639.05,48
2020-03-01,881.19,0.3486,456.24,1965.94,2596.02,48
2020-03-02,888.29,0.3328,503.49,2040.63,2574.77,48
2020-03-03,905.57,0.3418,464.82,1957.18,2563.38,48
2020-03-04,933.69,0.3199,513.86,1997.13,2426.99,48
2020-03-05,902.0,0.2893,475.01,2066.48,2450.46,48
2020-03-06,875.75,0.3362,608.45,1969.92,2398.48,48
2020-03-07,929.99,0.3041,488.77,2011.14,2533.7,48
2020-03-08,897.77,0.3582,480.7,2050.41,2391.01,48
2020-03-09,898.24,0.3395,550.54,2083.35,2504.19,48
2020-03-10,931.9,0.3908,451.65,2006.24,2621.98,48
2020-03-11,947.64,0.3285,424.07,1967.53,2406.09,48
2020-03-12,931.83,0.3409,510.56,2058.55,2444.93,48
2020-03-13,901.55,0.377,485.73,1933.19,2482.36,48
2020-03-14,905.29,0.3401,389.33,1956.3,2348.02,48
2020-03-15,942.55,0.3542,482.84,1928.93,2300.2,48
2020-03-16,898.68,0.3401,419.95,1967.91,2423.27,48
2020-03-17,915.31,0.3945,544.14,1857.96,2426.66,48
2020-03-18,960.81,0.3104,501.74,1959.85,2471.93,48
2020-03-19,948.99,0.3473,361.55,2031.72,2351.57,48
2020-03-20,917.11,0.3655,453.45,1927.12,2444.68,48
2020-03-21,964.08,0.3155,501.83,1945.1,2440.45,48
2020-03-22,929.15,0.3454,336.39,1989.6,2323.8,48
2020-03-23,884.95,0.3642,467.6,1956.54,2425.76,48
2020-03-24,922.66,0.3647,474.57,1891.41,2333.66,48
2020-03-25,865.59,0.3733,491.82,1834.82,2402.15,48
2020-03-26,904.34,0.3515,442.2,1970.86,2350.71,48
2020-03-27,939.38,0.3,519.63,1853.76,2329.47,48
2020-03-28,907.86,0.3606,443.22,1891.53,2226.71,48
2020-03-29,936.86,0.3533,429.96,1875.41,2175.16,48
2020-03-30,901.77,0.3616,519.78,1754.87,2246.22,48
2020-03-31,887.78,0.3314,405.34,1847.74,2263.29,48
2020-04-01,913.64,0.336,515.84,1848.35,2281.31,48
2020-04-02,913.85,0.3543,386.84,1795.53,2281.86,48
2020-04-03,932.52,0.3568,434.17,1776.64,2320.85,48
2020-04-04,905.37,0.3509,454.07,1866.28,2243.61,48
2020-04-05,870.04,0.3321,496.68,1898.27,2442.95,48
2020-04-06,899.37,0.3512,383.56,1807.37,2225.54,48
2020-04-07,936.69,0.3314,494.21,1876.94,2244.66,48
2020-04-08,874.62,0.3469,345.69,1834.9,2384.43,48
2020-04-09,924.69,0.3116,451.74,1904.62,2338.05,48
2020-04-10,926.88,0.3639,466.64,1825.59,2210.27,48
2020-04-11,910.55,0.3772,567.9,1763.47,2365.45,48
2020-04-12,965.0,0.35,482.91,1854.46,2147.1,48
2020-04-13,842.14,0.3456,537.42,1766.01,2318.76,48
2020-04-14,875.88,0.3666,446.95,1830.56,2145.26,48
2020-04-15,939.69,0.3653,424.2,1844.27,2245.14,48
2020-04-16,937.14,0.3617,388.19,1768.28,2237.78,48
2020-04-17,899.28,0.3364,547.21,1730.09,2204.83,48
2020-04-18,897.65,0.3568,396.17,1795.42,2268.33,48
2020-04-19,882.17,0.3489,475.22,1859.8,2244.73,48
2020-04-20,913.76,0.3689,467.55,1903.49,2229.83,48
2020-04-21,870.24,0.3357,455.89,1749.4,2174.24,48
2020-04-22,899.41,0.3409,474.48,1860.67,2162.8,48
2020-04-23,924.96,0.3712,361.57,1711.05,2173.66,48
2020-04-24,886.3,0.3277,576.04,1800.33,2209.39,48
2020-04-25,898.53,0.3141,435.87,1785.74,2176.52,48
2020-04-26,933.74,0.3234,329.89,1778.98,2118.55,48
2020-04-27,933.63,0.3232,427.09,1826.29,2208.28,48
2020-04-28,911.15,0.3549,409.03,1833.07,2247.41,48
2020-04-29,874.13,0.3585,417.49,1803.41,2330.42,48
2020-04-30,862.14,0.3339,494.2,1663.02,2193.9,48
2020-05-01,925.42,0.3481,411.98,1763.82,2023.05,48
2020-05-02,925.18,0.3342,521.77,1802.34,2139.82,48
2020-05-03,837.05,0.3521,418.38,1742.71,2138.02,48
2020-05-04,915.44,0.3737,448.05,1832.38,2169.09,48
2020-05-05,901.41,0.3444,428.68,1895.86,2272.11,48
2020-05-06,899.5,0.3452,606.15,1826.38,2090.5,48
2020-05-07,854.91,0.349,522.38,1728.11,2143.9,48
2020-05-08,890.54,0.3683,380.16,1733.11,2162.83,48
2020-05-09,876.68,0.3469,445.2,1809.46,2264.34,48
2020-05-10,888.79,0.3637,408.75,1819.6,2390.27,48
2020-05-11,877.37,0.3507,382.21,1754.77,2193.94,48
2020-05-12,898.4,0.3726,448.39,1785.01,2279.48,48
2020-05-13,884.52,0.3868,492.98,1900.81,2202.31,48
2020-05-14,847.77,0.3143,501.08,1771.28,2174.15,48
2020-05-15,895.57,0.3384,490.42,1825.13,2303.62,48
2020-05-16,873.1,0.3381,524.01,1906.29,2194.14,48
2020-05-17,885.27,0.3475,483.83,1796.42,2201.19,48
2020-05-18,887.81,0.3201,395.95,1776.32,2299.32,48
2020-05-19,863.54,0.3232,433.39,1851.92,2276.08,48
2020-05-20,841.27,0.3315,328.83,1855.12,2171.63,48
2020-05-21,862.86,0.3464,411.95,1807.98,2085.24,48
2020-05-22,884.0,0.3308,423.85,1854.1,2125.94,48
2020-05-23,881.76,0.3818,422.17,1795.95,2223.32,48
2020-05-24,883.72,0.3514,475.89,1898.27,2370.93,48
2020-05-25,878.78,0.3389,443.15,1783.78,2312.45,48
2020-05-26,895.18,0.3833,434.35,1823.36,2165.04,48
2020-05-27,899.18,0.3781,592.2,2000.55,2464.3,48
2020-05-28,851.49,0.3227,390.5,1821.66,2088.63,48
2020-05-29,825.74,0.3103,386.98,1853.15,2215.05,48
2020-05-30,898.51,0.3567,500.28,1914.68,2280.03,48
2020-05-31,878.99,0.3579,425.49,1898.21,2282.19,48
2020-06-01,866.4,0.3435,450.15,1921.31,2273.81,48
2020-06-02,845.77,0.319,494.88,1926.65,2306.28,48
2020-06-03,854.69,0.3867,432.48,1863.1,2178.6,48
2020-06-04,857.43,0.3374,421.03,1853.18,2334.17,48
2020-06-05,857.28,0.3217,405.85,1840.61,2348.6,48
2020-06-06,874.27,0.3655,448.46,1902.51,2397.86,48
2020-06-07,873.81,0.3332,504.67,1857.87,2436.68,48
2020-06-08,873.28,0.3726,496.7,1930.62,2395.74,48
2020-06-09,862.3,0.3542,490.33,1881.51,2405.66,48
2020-06-10,848.44,0.3573,468.18,1907.26,2416.8,48
2020-06-11,831.14,0.3454,415.87,1863.74,2399.0,48
2020-06-12,856.76,0.3511,414.64,1976.99,2379.65,48
2020-06-13,798.31,0.3547,375.44,1943.96,2392.44,48
2020-06-14,863.55,0.3504,398.67,1950.02,2407.95,48
2020-06-15,826.78,0.3738,521.35,1879.75,2326.43,48
2020-06-16,826.53,0.3559,380.0,1951.27,2482.79,48
2020-06-17,807.2,0.3669,281.35,1984.44,2240.92,48
2020-06-18,834.22,0.3301,376.9,2010.52,2340.06,48
2020-06-19,848.28,0.311,357.89,1990.5,2330.12,48
2020-06-20,860.12,0.3506,401.96,1905.64,2295.61,48
2020-06-21,867.29,0.3527,454.25,1991.11,2439.62,48
2020-06-22,758.54,0.4097,298.81,1978.91,2504.21,48
2020-06-23,872.95,0.3753,471.41,1928.4,2450.93,48
2020-06-24,837.11,0.3672,343.95,2017.9,2449.58,48
2020-06-25,821.09,0.38,435.16,1985.97,2456.21,48
2020-06-26,815.02,0.3843,401.81,2054.0,2449.76,48
2020-06-27,782.15,0.3518,422.62,2084.1,2490.94,48
2020-06-28,808.67,0.3497,325.66,1924.3,2401.67,48
2020-06-29,800.83,0.3222,318.54,2024.64,2549.31,48
2020-06-30,867.33,0.3413,401.07,2029.46,2414.81,48
2020-07-01,864.62,0.3577,369.34,2087.43,2545.5,48
2020-07-02,797.0,0.3391,427.62,2122.59,2645.3,48
2020-07-03,752.87,0.3474,320.72,1994.44,2435.79,48
2020-07-04,779.33,0.4086,253.05,2049.64,2428.04,48
2020-07-05,791.48,0.3649,355.47,1993.52,2456.94,48
2020-07-06,819.04,0.3623,348.35,2001.18,2421.91,48
2020-07-07,835.54,0.3329,384.53,1964.46,2525.76,48
2020-07-08,802.32,0.3456,379.32,2026.44,2495.99,48
2020-07-09,795.32,0.3372,404.75,2113.44,2407.57,48
2020-07-10,819.33,0.3569,452.52,2125.56,2437.37,48
2020-07-11,782.47,0.3636,427.15,2082.41,2549.39,48
2020-07-12,817.63,0.3802,427.03,2017.66,2616.79,48
2020-07-13,801.53,0.3279,365.77,2043.19,2518.59,48
